year,regional_schlüssel,Austotal,Deutotal,Deu15_20,Aus15_20,Deu21_25,Aus21_25,Deu26_30,Aus26_30,Deu31_35,Aus31_35,Deu36_40,Aus36_40,Deu41_45,Aus41_45,Deu46_50,Aus46_50
2015,5314000,945,2438,41,56,138,179,280,569,314,976,45,166,4,11,123,481
2015,5315000,3511,8396,494,173,553,682,943,1959,947,3381,145,466,10,31,419,1704
2015,5316000,493,1190,25,146,99,142,159,361,142,371,16,42,1,1,51,127
2015,5334002,622,1788,21,273,99,129,193,416,185,660,24,70,0,3,100,237
2015,5334004,97,320,3,14,22,55,36,109,20,101,2,9,0,0,14,32
2015,5334008,53,187,1,7,16,22,12,58,15,70,3,10,0,0,6,20
2015,5334012,97,424,5,27,22,70,27,122,20,143,3,11,0,2,20,49
2015,5334016,76,294,4,18,20,31,15,91,25,99,3,7,0,0,9,48
2015,5334020,9,67,2,4,3,9,2,20,1,21,0,1,0,0,1,12
2015,5334024,7,56,0,3,0,4,2,16,3,24,1,1,0,0,1,8
2015,5334028,18,84,0,3,6,8,6,26,3,28,0,5,0,0,3,14
2015,5334032,142,364,9,17,38,62,38,105,38,131,2,8,0,1,17,40
2015,5334036,68,289,1,6,11,38,23,81,22,109,4,6,1,1,6,48
2015,5354004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5354008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5354012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5354016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5354020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5354024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5354028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5354032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5354036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5358004,12,216,0,116,2,24,4,29,3,32,2,1,0,0,1,14
2015,5358008,238,613,15,40,54,127,72,211,73,163,5,21,1,1,18,50
2015,5358012,7,19,0,1,3,0,1,11,1,4,1,1,0,0,1,2
2015,5358016,7,58,1,0,0,5,4,25,1,19,0,2,0,0,1,7
2015,5358020,5,67,1,3,0,7,2,27,0,23,0,1,0,0,2,6
2015,5358024,66,207,2,9,13,25,21,58,23,77,1,10,0,0,6,28
2015,5358028,7,95,0,3,1,15,0,29,4,38,0,2,0,0,2,8
2015,5358032,13,86,1,2,4,2,5,26,3,38,0,3,0,0,0,15
2015,5358036,17,75,3,2,4,14,5,16,5,34,0,2,0,0,0,7
2015,5358040,10,65,0,1,1,7,2,21,7,24,0,1,0,0,0,11
2015,5358044,7,60,0,2,0,6,3,21,2,22,1,1,0,0,1,8
2015,5358048,18,109,1,3,2,21,6,45,5,30,1,2,0,0,3,8
2015,5358052,13,79,2,3,2,15,6,25,2,30,0,3,0,1,1,2
2015,5358056,9,55,1,3,3,6,1,19,3,13,0,4,0,0,1,10
2015,5358060,9,72,0,2,1,8,6,26,2,21,0,3,0,0,0,12
2015,5362004,34,154,4,3,5,15,8,51,10,52,2,13,0,0,5,20
2015,5362008,163,372,9,27,31,65,54,112,41,111,9,14,0,0,19,43
2015,5362012,104,285,3,6,30,35,29,68,30,99,3,15,0,1,9,61
2015,5362016,37,127,3,3,10,25,15,37,7,34,0,4,0,2,2,22
2015,5362020,48,321,3,7,12,24,14,95,13,121,1,9,0,0,5,65
2015,5362024,105,374,6,8,16,36,35,109,23,153,2,12,0,2,23,54
2015,5362028,137,463,2,4,19,35,44,123,50,180,4,29,0,4,18,88
2015,5362032,149,594,9,128,26,73,54,147,44,151,1,20,0,0,15,75
2015,5362036,69,334,1,7,10,29,24,90,21,139,5,17,1,0,7,52
2015,5362040,131,356,7,121,28,42,38,74,31,85,8,8,0,0,19,26
2015,5366004,9,96,2,3,0,6,2,25,3,39,0,3,0,0,2,20
2015,5366008,6,57,0,0,0,8,2,21,3,22,0,1,0,0,1,5
2015,5366012,2,23,0,0,0,1,0,8,1,10,0,0,0,0,1,4
2015,5366016,104,437,3,20,25,67,39,149,24,138,0,15,0,2,13,46
2015,5366020,2,36,2,0,0,4,0,17,0,7,0,0,0,1,0,7
2015,5366024,9,81,0,2,1,13,5,25,1,31,0,1,0,0,2,9
2015,5366028,36,184,1,6,11,30,10,56,7,68,1,6,0,0,6,18
2015,5366032,4,42,0,1,1,4,2,18,1,15,0,1,0,0,0,3
2015,5366036,14,81,1,2,3,14,8,26,1,24,0,3,0,0,1,12
2015,5366040,28,135,0,2,6,6,6,39,9,57,3,9,0,0,4,22
2015,5366044,16,146,3,3,3,25,2,44,5,54,0,2,1,0,2,18
2015,5370004,48,325,1,15,7,34,17,107,17,111,1,13,0,1,5,44
2015,5370008,15,81,0,3,2,2,7,30,4,34,0,4,0,0,2,8
2015,5370012,52,178,0,8,9,23,19,67,14,56,2,2,0,0,8,22
2015,5370016,71,299,5,7,17,57,18,100,20,100,3,7,0,0,8,28
2015,5370020,75,281,2,17,13,72,23,83,28,68,0,9,0,1,9,31
2015,5370024,19,40,0,1,2,8,5,11,9,14,0,0,0,0,3,6
2015,5370028,28,168,0,8,6,30,7,73,10,40,2,7,2,0,1,10
2015,5370032,8,47,0,2,0,3,4,21,2,14,0,2,0,0,2,5
2015,5370036,19,118,1,6,4,19,5,35,8,40,0,1,0,0,1,17
2015,5370040,21,299,3,117,8,15,3,49,4,78,1,8,0,0,2,32
2015,5374004,57,121,4,6,18,25,14,32,13,49,1,3,0,0,7,6
2015,5374008,21,114,0,0,6,12,7,39,6,39,1,4,0,2,1,18
2015,5374012,104,377,6,12,22,70,30,126,29,121,1,10,0,2,16,36
2015,5374016,13,116,2,4,2,22,5,39,2,38,0,3,0,0,2,10
2015,5374020,14,187,0,8,0,19,4,56,7,76,0,9,0,0,3,19
2015,5374024,18,120,1,4,2,22,8,39,6,36,0,4,0,0,1,15
2015,5374028,4,89,1,5,1,12,0,36,1,26,1,3,0,0,0,7
2015,5374032,11,132,1,5,2,16,6,50,2,45,0,4,0,0,0,12
2015,5374036,31,124,1,5,6,23,7,44,12,38,2,3,1,0,2,11
2015,5374040,12,164,1,4,4,27,2,63,3,51,0,3,0,0,2,16
2015,5374044,35,164,1,8,9,38,11,56,9,49,2,3,0,0,3,10
2015,5374048,15,174,0,3,2,26,7,47,6,69,0,11,0,0,0,18
2015,5374052,37,134,1,4,7,22,14,51,9,43,2,5,0,0,4,9
2015,5378004,190,716,4,18,34,76,62,182,51,270,10,41,0,2,29,127
2015,5378008,40,91,2,1,10,14,10,24,12,40,1,3,0,2,5,7
2015,5378012,12,135,0,1,3,12,2,37,2,52,2,4,0,0,3,29
2015,5378016,24,188,1,3,4,13,7,53,5,73,3,14,0,0,4,32
2015,5378020,18,100,2,1,3,13,4,24,3,39,1,2,1,0,4,21
2015,5378024,40,200,0,6,12,21,14,59,7,71,2,14,1,0,4,29
2015,5378028,29,207,3,2,4,25,11,49,6,80,0,9,1,1,4,41
2015,5378032,32,241,2,5,7,23,8,73,11,97,0,5,0,0,4,38
2015,5382004,31,169,0,4,4,15,8,48,13,61,1,8,0,1,5,32
2015,5382008,37,136,4,1,7,8,7,38,11,55,5,8,0,0,3,26
2015,5382012,76,365,4,4,22,38,18,95,20,146,1,15,0,1,11,66
2015,5382016,28,119,2,7,4,29,11,33,3,34,2,5,0,0,6,11
2015,5382020,43,411,2,14,9,64,13,135,10,132,0,14,0,1,9,51
2015,5382024,70,235,0,2,11,27,27,69,17,72,3,8,0,0,12,57
2015,5382028,26,236,2,6,2,28,8,78,10,82,2,11,0,0,2,31
2015,5382032,51,275,1,114,13,15,13,50,16,62,3,7,0,0,5,27
2015,5382036,8,104,1,1,1,15,1,32,2,41,1,5,0,0,2,10
2015,5382040,8,137,1,7,0,13,2,34,2,50,1,3,0,0,2,30
2015,5382044,56,272,4,9,10,14,21,85,9,102,6,14,0,1,6,47
2015,5382048,15,206,0,5,3,21,5,64,5,80,1,8,0,1,1,27
2015,5382052,13,81,1,2,2,7,4,31,4,22,1,2,0,0,1,17
2015,5382056,103,431,3,12,26,52,29,150,25,143,5,13,0,0,15,61
2015,5382060,89,331,2,16,17,44,29,82,22,122,7,14,0,0,12,53
2015,5382064,21,150,1,2,5,15,2,47,7,52,2,0,0,0,4,34
2015,5382068,185,546,7,13,28,75,67,187,42,181,9,22,0,2,32,66
2015,5382072,19,137,3,1,2,5,6,34,6,55,1,5,0,0,1,37
2015,5382076,14,133,2,5,2,30,3,37,3,43,1,3,0,0,3,15
2015,5512000,187,748,15,43,42,99,64,243,47,250,1,23,0,1,18,89
2015,5513000,1161,1635,317,205,247,301,303,486,190,450,25,35,1,0,78,158
2015,5515000,703,2540,143,45,119,187,188,657,173,1062,20,119,3,10,57,460
2015,5554004,76,305,5,7,15,35,28,117,20,103,1,3,0,0,7,40
2015,5554008,88,638,5,123,22,55,26,195,25,188,1,12,0,0,9,65
2015,5554012,47,378,3,1,9,41,15,128,11,151,1,13,0,0,8,44
2015,5554016,14,146,2,4,9,14,1,53,1,54,0,4,0,0,1,17
2015,5554020,147,345,5,14,37,68,56,106,32,102,3,9,0,1,14,45
2015,5554024,6,70,1,0,2,2,1,26,2,32,0,2,0,0,0,8
2015,5554028,4,63,1,2,1,3,1,19,1,31,0,2,0,0,0,6
2015,5554032,17,71,0,1,7,12,4,29,6,24,0,1,0,0,0,4
2015,5554036,7,84,1,2,1,8,4,24,1,33,0,0,0,0,0,17
2015,5554040,6,104,1,0,1,4,0,24,2,63,1,2,0,0,1,11
2015,5554044,11,92,1,1,6,6,1,35,3,36,0,4,0,0,0,10
2015,5554048,16,249,0,111,6,12,2,43,7,61,0,3,0,0,1,19
2015,5554052,9,48,1,0,1,4,4,14,0,25,1,1,0,0,2,4
2015,5554056,29,176,1,7,8,11,11,60,6,76,3,3,0,0,0,19
2015,5554060,13,86,0,0,5,9,4,25,4,33,0,3,0,0,0,16
2015,5554064,9,123,0,4,2,6,4,49,1,38,0,6,0,0,2,20
2015,5554068,26,213,1,2,7,18,10,83,6,80,1,4,0,0,1,26
2015,5558004,13,130,2,2,5,10,2,44,1,51,1,5,1,0,1,18
2015,5558008,7,90,2,1,4,8,0,29,1,37,0,4,0,1,0,10
2015,5558012,44,430,4,118,12,24,12,105,10,132,2,11,1,0,3,40
2015,5558016,50,358,3,8,14,25,14,124,13,153,2,10,0,0,4,38
2015,5558020,4,58,0,0,2,5,1,14,1,28,0,4,0,0,0,7
2015,5558024,20,167,1,1,7,10,6,51,5,68,0,8,0,0,1,29
2015,5558028,9,64,1,0,2,4,1,13,2,36,1,3,0,2,2,6
2015,5558032,20,141,0,2,3,16,7,38,6,54,1,4,0,0,3,27
2015,5558036,7,94,1,2,4,11,2,22,0,43,0,2,0,0,0,14
2015,5558040,12,69,0,1,6,6,5,16,0,36,0,4,0,0,1,6
2015,5558044,15,175,1,3,2,20,4,51,7,72,1,5,0,0,0,24
2015,5562004,113,489,12,33,29,81,37,150,23,156,3,10,0,0,9,59
2015,5562008,54,335,6,122,10,40,18,67,18,75,1,3,0,0,1,28
2015,5562012,72,509,2,21,15,59,21,187,25,161,3,11,0,1,6,69
2015,5562014,192,462,11,23,54,75,49,158,45,141,4,15,1,1,28,49
2015,5562016,22,261,2,2,5,16,8,67,2,129,4,8,0,0,1,39
2015,5562020,135,326,9,14,49,58,32,98,31,111,0,7,0,1,14,37
2015,5562024,145,519,15,22,31,87,42,182,30,158,6,12,1,0,20,58
2015,5562028,63,167,2,3,25,31,20,60,11,53,0,6,0,0,5,14
2015,5562032,358,978,125,244,50,119,89,204,69,261,4,31,0,1,21,118
2015,5562036,23,190,2,6,2,22,8,54,5,80,1,5,0,0,5,23
2015,5566004,13,86,4,3,4,6,4,24,1,34,0,6,0,0,0,13
2015,5566008,66,259,6,6,23,27,15,82,15,108,1,4,0,0,6,32
2015,5566012,72,296,5,10,17,26,18,96,20,111,2,10,0,0,10,43
2015,5566016,27,156,3,5,6,14,9,60,8,56,1,2,0,0,0,19
2015,5566020,9,50,3,1,3,3,1,15,0,24,0,3,2,0,0,4
2015,5566024,5,50,0,1,2,4,1,14,1,26,1,4,0,0,0,1
2015,5566028,70,378,3,13,20,60,28,113,12,138,2,11,0,2,5,41
2015,5566032,3,36,0,1,0,5,1,8,0,19,0,0,1,0,1,3
2015,5566036,17,46,3,1,6,3,4,8,3,20,0,2,0,0,1,12
2015,5566040,40,152,2,7,7,28,12,57,15,45,1,2,0,1,3,12
2015,5566044,6,52,0,1,2,7,1,13,3,23,0,2,0,0,0,6
2015,5566048,30,98,2,5,7,11,8,33,6,43,1,3,0,0,6,3
2015,5566052,4,30,0,0,2,2,1,8,0,17,1,0,0,0,0,3
2015,5566056,17,70,0,3,3,8,7,19,3,29,1,2,0,0,3,9
2015,5566060,24,89,3,1,7,5,5,26,6,44,2,5,0,0,1,8
2015,5566064,18,70,2,1,3,4,8,26,3,23,1,3,0,0,1,13
2015,5566068,37,167,0,6,16,20,10,49,7,70,0,3,0,0,4,19
2015,5566072,14,78,0,6,6,10,3,27,2,30,0,3,0,0,3,2
2015,5566076,131,552,14,24,34,74,35,186,34,183,6,19,1,1,7,65
2015,5566080,8,48,1,4,1,1,2,24,3,9,0,0,0,0,1,10
2015,5566084,49,238,7,8,11,35,16,80,12,83,1,6,0,0,2,26
2015,5566088,9,64,1,2,3,0,2,21,2,26,0,1,0,0,1,14
2015,5566092,13,73,0,2,1,12,7,19,4,28,1,1,0,0,0,11
2015,5566096,8,73,0,0,3,6,2,28,3,25,0,4,0,0,0,10
2015,5570004,132,339,7,14,31,50,57,125,23,104,3,10,0,0,11,36
2015,5570008,42,241,2,5,11,23,16,84,7,91,3,9,0,0,3,29
2015,5570012,14,44,0,1,3,4,5,16,4,15,0,1,0,0,2,7
2015,5570016,7,148,1,3,1,7,2,43,2,63,1,11,0,0,0,21
2015,5570020,28,148,0,4,7,18,10,49,7,57,0,3,0,1,4,16
2015,5570024,13,64,3,0,5,5,3,15,1,29,1,1,0,0,0,14
2015,5570028,48,224,1,6,10,22,14,72,12,86,4,13,0,0,7,25
2015,5570032,10,92,0,1,3,10,3,34,3,21,0,4,0,1,1,21
2015,5570036,17,112,1,4,3,10,6,38,3,34,1,5,0,0,3,21
2015,5570040,13,102,1,4,3,10,6,32,2,39,0,2,0,0,1,15
2015,5570044,28,152,1,2,6,7,10,41,8,67,0,3,0,1,3,31
2015,5570048,11,81,0,1,4,8,3,33,3,22,1,1,0,0,0,16
2015,5570052,48,269,2,9,13,23,12,79,12,114,1,10,0,1,8,33
2015,5711000,885,2376,34,63,166,326,264,727,269,835,26,114,2,5,124,306
2015,5754004,8,61,0,2,1,12,2,15,3,22,1,2,0,0,1,8
2015,5754008,248,741,16,23,64,84,74,231,64,255,8,32,0,2,22,114
2015,5754012,26,159,4,6,8,25,5,45,8,63,1,4,0,1,0,15
2015,5754016,40,210,4,0,14,36,11,72,8,67,0,4,0,0,3,31
2015,5754020,28,109,3,0,6,9,10,44,6,41,1,5,0,0,2,10
2015,5754024,5,60,0,2,2,9,2,20,1,19,0,6,0,0,0,4
2015,5754028,112,289,9,7,30,30,33,92,28,95,2,15,0,1,10,49
2015,5754032,37,224,1,2,11,26,14,70,7,92,2,7,0,0,2,27
2015,5754036,28,231,2,5,7,31,6,86,8,80,1,4,0,0,4,25
2015,5754040,23,143,1,2,4,16,4,48,5,50,1,7,0,0,8,20
2015,5754044,47,217,3,9,12,15,18,76,14,76,0,8,0,1,0,32
2015,5754048,40,127,2,3,4,20,18,45,10,40,2,5,0,0,4,14
2015,5754052,13,84,2,1,2,5,3,29,4,33,0,3,0,1,2,12
2015,5758004,71,329,3,4,16,42,23,117,19,106,4,10,0,2,6,48
2015,5758008,24,153,1,8,9,18,5,42,7,57,0,7,0,0,2,21
2015,5758012,136,517,8,19,28,76,46,177,40,175,1,15,0,0,13,55
2015,5758016,14,135,0,3,4,24,4,46,3,40,2,4,0,1,1,17
2015,5758020,12,119,1,2,6,24,2,44,1,30,1,6,0,0,1,13
2015,5758024,67,284,3,7,14,57,22,88,16,96,2,11,0,0,10,25
2015,5758028,10,67,1,3,2,10,2,22,2,22,1,1,0,0,2,9
2015,5758032,14,112,1,2,1,11,5,36,4,40,1,10,0,0,2,13
2015,5758036,14,131,4,5,2,12,2,49,5,40,0,7,0,0,1,18
2015,5762004,26,125,0,5,7,23,11,47,4,31,0,2,0,1,4,16
2015,5762008,13,77,0,3,3,8,4,27,3,36,0,1,0,1,3,1
2015,5762012,12,75,1,2,5,11,5,33,1,22,0,1,0,0,0,6
2015,5762016,8,145,2,7,3,33,1,46,1,37,1,3,0,0,0,19
2015,5762020,25,180,1,4,4,21,7,75,7,51,0,4,2,1,4,24
2015,5762024,6,26,0,0,3,2,1,7,1,13,1,1,0,0,0,3
2015,5762028,0,33,0,1,0,6,0,7,0,14,0,1,0,0,0,4
2015,5762032,10,93,0,3,2,12,5,40,3,25,0,4,0,1,0,8
2015,5762036,17,153,2,1,5,31,4,56,5,43,0,9,0,0,1,13
2015,5762040,6,79,0,4,2,24,2,21,1,24,0,1,0,0,1,5
2015,5766004,14,91,1,1,4,32,4,30,1,17,0,2,0,0,4,9
2015,5766008,94,345,9,8,19,45,23,125,27,107,5,8,0,2,11,50
2015,5766012,7,65,0,3,4,13,2,27,0,19,0,1,0,0,1,2
2015,5766016,9,120,0,1,0,25,6,37,0,40,2,2,0,0,1,15
2015,5766020,134,580,7,13,37,102,44,197,28,175,4,22,0,0,14,71
2015,5766024,9,46,1,0,1,6,2,17,2,16,2,2,0,0,1,5
2015,5766028,10,74,0,1,4,12,2,23,1,25,1,1,0,1,2,11
2015,5766032,27,115,1,4,9,23,8,33,7,36,0,6,0,0,2,13
2015,5766036,11,107,1,4,2,19,3,36,2,34,1,4,0,0,2,10
2015,5766040,60,308,2,4,24,56,16,125,15,83,0,9,0,0,3,31
2015,5766044,48,334,2,14,9,49,17,118,10,104,4,13,0,1,6,35
2015,5766048,16,130,1,2,0,16,5,39,8,53,0,3,1,0,1,17
2015,5766052,8,66,1,2,2,8,0,22,4,25,0,3,0,0,1,6
2015,5766056,29,120,5,1,8,15,10,39,4,46,1,5,0,0,1,14
2015,5766060,8,67,0,7,1,14,3,19,1,19,1,3,0,0,2,5
2015,5766064,6,75,0,1,1,11,2,22,1,26,0,0,0,0,2,15
2015,5770004,80,329,5,5,9,53,32,107,24,110,2,16,1,0,7,38
2015,5770008,40,244,2,12,10,63,12,93,13,56,1,4,0,0,2,16
2015,5770012,9,109,1,2,1,12,4,27,1,47,0,5,0,0,2,16
2015,5770016,10,108,1,4,3,13,3,41,1,35,1,4,0,0,1,11
2015,5770020,42,166,3,9,11,28,11,45,11,56,3,4,0,0,3,24
2015,5770024,158,621,12,32,42,113,47,213,34,175,6,20,1,0,16,68
2015,5770028,15,177,1,4,2,23,7,62,5,58,0,6,0,0,0,24
2015,5770032,19,248,1,11,4,34,5,102,3,73,3,5,0,0,3,23
2015,5770036,12,83,3,4,1,12,4,24,4,27,0,6,0,0,0,10
2015,5770040,9,124,1,3,2,20,1,38,3,42,0,6,0,1,2,14
2015,5770044,5,83,0,2,1,16,3,27,0,27,0,1,0,0,1,10
2015,5774004,6,101,0,3,2,12,3,33,1,35,0,2,0,1,0,15
2015,5774008,40,102,7,5,9,14,12,30,8,42,1,2,0,0,3,9
2015,5774012,14,111,0,5,8,14,2,44,1,31,0,2,0,1,3,14
2015,5774016,18,169,1,3,1,21,8,64,6,44,1,5,0,0,1,32
2015,5774020,46,241,3,5,8,31,20,77,9,85,1,12,0,1,5,30
2015,5774024,12,152,1,4,3,19,3,53,3,57,1,2,0,0,1,17
2015,5774028,8,86,0,2,2,8,2,24,3,37,0,2,0,0,1,13
2015,5774032,267,1372,15,31,60,201,106,427,63,477,4,55,0,2,19,179
2015,5774036,23,224,2,7,5,18,11,70,5,84,0,12,0,0,0,33
2015,5774040,12,110,1,3,2,8,4,45,4,34,0,3,0,0,1,17
2015,5911000,678,2335,36,87,152,284,205,680,171,865,30,87,1,6,83,326
2015,5913000,1738,3852,116,260,335,519,551,1124,460,1273,61,152,3,7,212,517
2015,5914000,682,1191,159,62,128,190,181,424,141,358,16,33,0,1,57,123
2015,5915000,469,1155,35,47,136,208,136,393,110,340,12,40,0,2,40,125
2015,5916000,403,1011,28,143,93,161,134,308,87,283,14,32,1,0,46,84
2015,5954004,7,53,0,0,2,13,0,9,3,18,0,0,2,0,0,13
2015,5954008,50,191,5,11,13,32,19,62,8,61,0,7,0,1,5,17
2015,5954012,68,178,6,6,19,28,11,62,19,48,3,3,0,0,10,31
2015,5954016,82,479,2,118,16,51,29,112,24,133,6,16,0,1,5,48
2015,5954020,27,135,0,2,3,8,10,54,5,45,3,3,0,0,6,23
2015,5954024,70,192,8,7,21,20,20,66,14,70,2,8,0,0,5,21
2015,5954028,14,145,4,1,4,7,5,34,1,66,0,5,0,3,0,29
2015,5954032,36,272,3,111,6,19,11,53,14,63,2,6,0,0,0,20
2015,5954036,151,645,12,23,25,80,47,205,46,217,7,30,0,2,14,88
2015,5958004,136,495,9,19,25,80,43,152,43,172,4,13,0,1,12,58
2015,5958008,11,55,0,6,2,3,4,14,3,24,2,2,0,1,0,5
2015,5958012,29,198,1,4,5,20,8,65,9,89,3,7,0,0,3,13
2015,5958016,2,53,0,3,0,7,2,15,0,18,0,2,0,0,0,8
2015,5958020,2,43,0,1,0,7,1,11,0,15,0,0,0,0,1,9
2015,5958024,12,112,1,4,4,12,2,44,4,38,0,5,0,0,1,9
2015,5958028,7,45,2,0,1,6,2,13,2,21,0,0,0,0,0,5
2015,5958032,43,190,1,10,5,32,19,59,13,59,1,8,2,0,2,22
2015,5958036,13,110,1,6,2,21,6,32,4,37,0,1,0,0,0,13
2015,5958040,20,150,1,1,5,14,7,52,6,59,1,2,0,0,0,22
2015,5958044,44,186,3,4,7,33,16,61,14,66,0,4,0,0,4,18
2015,5958048,10,74,0,1,5,12,4,25,1,28,0,2,0,0,0,6
2015,5962004,26,121,1,6,1,24,10,50,9,29,2,3,0,0,3,9
2015,5962008,15,77,1,2,3,5,5,24,4,36,0,3,0,0,2,7
2015,5962012,25,112,0,6,10,20,5,38,7,33,0,2,0,0,3,13
2015,5962016,95,229,12,8,26,47,26,76,24,63,4,10,0,0,3,25
2015,5962020,8,43,0,0,1,6,6,20,1,11,0,1,0,0,0,5
2015,5962024,218,582,12,24,52,100,72,204,58,171,2,12,1,1,21,70
2015,5962028,29,136,2,6,7,21,5,54,9,33,3,4,0,0,3,18
2015,5962032,229,472,6,19,64,64,76,169,54,165,9,9,4,2,16,44
2015,5962036,28,157,1,4,7,28,8,68,8,42,1,3,0,0,3,12
2015,5962040,85,275,5,4,21,42,28,86,18,102,3,8,0,0,10,33
2015,5962044,10,55,0,1,4,10,4,21,1,15,0,2,0,0,1,6
2015,5962048,33,76,2,0,11,13,11,31,6,24,1,4,0,0,2,4
2015,5962052,54,249,3,116,14,22,18,47,11,48,3,7,0,0,5,9
2015,5962056,15,72,3,5,5,5,2,22,2,30,1,1,0,0,2,9
2015,5962060,67,96,4,2,15,23,25,45,20,23,0,0,0,0,3,3
2015,5966004,61,174,1,9,13,16,27,47,15,73,1,4,0,0,4,25
2015,5966008,16,94,0,0,6,10,3,33,7,39,0,3,0,0,0,9
2015,5966012,32,116,4,3,6,17,9,33,7,41,3,6,0,0,3,16
2015,5966016,14,85,2,1,5,12,2,30,3,27,1,1,0,1,1,13
2015,5966020,50,177,5,4,17,27,13,68,9,55,1,4,0,0,5,19
2015,5966024,58,200,5,6,12,19,20,74,15,67,1,6,1,2,4,26
2015,5966028,29,160,3,2,5,13,11,73,8,49,0,3,0,0,2,20
2015,5970004,31,122,4,5,9,26,9,48,7,30,0,2,0,0,2,11
2015,5970008,26,118,2,2,10,22,8,47,4,36,0,2,0,0,2,9
2015,5970012,1,55,0,1,1,6,0,26,0,19,0,0,0,0,0,3
2015,5970016,11,124,0,3,1,15,5,42,4,43,0,5,0,1,1,15
2015,5970020,21,87,2,5,5,12,9,27,3,32,0,0,0,1,2,10
2015,5970024,85,214,12,8,24,31,23,76,20,73,1,7,0,0,5,19
2015,5970028,8,94,1,3,4,12,1,29,1,42,0,4,0,0,1,4
2015,5970032,35,156,1,2,9,16,9,58,13,59,2,2,0,0,1,19
2015,5970036,41,90,3,3,13,15,8,31,8,31,5,3,0,0,4,7
2015,5970040,267,710,10,28,54,101,97,240,72,234,9,21,2,1,23,85
2015,5970044,15,167,3,7,4,14,5,58,2,62,0,4,0,0,1,22
2015,5974004,3,91,1,3,0,12,1,36,1,29,0,2,0,0,0,9
2015,5974008,18,76,0,4,5,8,2,19,5,29,2,3,0,1,4,12
2015,5974012,9,90,2,1,2,9,1,32,2,39,1,4,0,0,1,5
2015,5974016,17,124,2,3,3,11,4,31,5,50,0,7,0,0,3,22
2015,5974020,25,156,0,2,5,17,7,55,6,55,1,2,0,0,6,25
2015,5974024,16,78,2,1,3,7,4,21,5,33,1,1,0,0,1,15
2015,5974028,131,487,6,11,28,72,40,152,42,174,3,17,0,1,12,60
2015,5974032,8,62,1,1,3,6,2,14,1,27,0,3,0,0,1,11
2015,5974036,39,82,4,3,13,10,9,29,9,25,1,3,0,0,3,12
2015,5974040,85,340,6,12,21,49,26,110,20,108,4,14,0,0,8,47
2015,5974044,34,174,2,6,8,30,12,58,8,54,0,1,0,0,4,25
2015,5974048,8,87,1,2,4,8,1,26,2,34,0,6,0,0,0,11
2015,5974052,51,198,4,4,4,38,21,49,15,82,0,5,1,0,6,20
2015,5974056,44,88,9,3,10,9,12,32,7,32,3,2,0,0,3,10
2015,5978004,90,309,8,16,24,54,30,97,16,100,2,6,0,0,10,36
2015,5978008,38,117,2,3,12,32,11,20,8,46,2,5,0,1,3,10
2015,5978012,18,112,2,2,5,18,9,37,1,44,1,2,0,0,0,9
2015,5978016,20,108,2,2,4,14,7,33,5,40,2,2,0,0,0,17
2015,5978020,59,267,3,14,14,35,19,82,16,97,2,7,0,0,5,32
2015,5978024,178,575,10,30,44,87,66,206,38,175,3,13,1,3,16,61
2015,5978028,67,302,4,8,21,32,11,107,22,104,3,9,0,1,6,41
2015,5978032,30,183,6,7,7,27,10,57,5,59,0,5,0,0,2,28
2015,5978036,83,411,5,13,16,49,27,133,22,152,2,12,0,0,11,52
2015,5978040,28,189,3,6,10,12,6,52,6,84,0,8,0,0,3,27
2016,5111000,4749,7813,627,470,848,768,1311,2034,1201,2826,161,375,11,21,590,1319
2016,5113000,1970,3984,150,136,484,542,611,1135,471,1422,59,154,5,11,190,584
2016,5114000,720,1506,61,70,169,189,220,473,160,510,26,55,1,8,83,201
2016,5116000,885,2012,175,326,189,288,239,551,178,557,26,54,2,3,76,233
2016,5117000,678,1099,144,25,135,119,185,325,127,395,24,56,3,3,60,176
2016,5119000,615,1380,41,67,141,216,190,469,152,424,16,25,2,3,73,176
2016,5120000,356,731,19,30,75,120,109,244,86,234,8,28,1,0,58,75
2016,5122000,468,1151,35,156,105,122,152,349,113,350,14,33,3,3,46,138
2016,5124000,1421,2215,96,195,352,323,410,678,369,691,53,74,1,1,140,253
2016,5154004,19,91,1,0,5,5,5,35,3,44,0,1,0,0,5,6
2016,5154008,109,149,5,4,34,28,36,53,25,42,3,4,0,0,6,18
2016,5154012,72,321,8,119,16,27,21,60,17,80,3,4,1,2,6,29
2016,5154016,82,269,5,10,17,33,25,79,19,96,3,8,1,0,12,43
2016,5154020,16,83,2,1,6,8,2,28,3,29,1,4,0,0,2,13
2016,5154024,20,109,0,1,5,19,4,35,9,37,1,4,0,0,1,13
